	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
C16orf89	456.9419768	-1.305805369	0.338179984	-3.861273375	0.000112798	0.004163137
C20orf203	11.82652798	1.059158395	0.258208073	4.101956924	4.09671E-05	0.001794016
C2CD4B	71.66682999	-1.071733565	0.232150696	-4.616542541	3.90186E-06	0.000253322
C4BPB	18.88784883	-1.417749614	0.279555009	-5.071451303	3.94793E-07	3.27575E-05
C4orf54	65.80355335	-5.132267982	0.637814008	-8.046652971	8.5089E-16	3.68235E-13
C7	13102.41888	-1.302915033	0.33673396	-3.869271259	0.000109161	0.004088332
CA1	33.53379587	-1.459401575	0.347398508	-4.200943701	2.65805E-05	0.001278121
CA10	151.1334036	-2.170645584	0.561909195	-3.862982848	0.000112011	0.004159201
CA8	319.9292554	-1.329323473	0.276523147	-4.807277391	1.53E-06	0.000108931
CACNA1S	17.79423762	-1.014642318	0.272341601	-3.725623681	0.000194833	0.006389535
CALB1	1794.718655	-5.352276985	0.469612044	-11.39723107	4.31629E-30	1.58775E-26
CALCA	159.7189123	-4.240010994	0.581836126	-7.287294149	3.16242E-13	8.51192E-11
CALML3	44.08493511	-2.902417366	0.469426154	-6.182905102	6.29325E-10	8.90375E-08
CAMK2A	32.44898299	-1.616784335	0.296685866	-5.449482157	5.05167E-08	5.25922E-06
CAPZA3	1.830058526	-2.4653464	0.639631717	-3.854321691	0.000116051	0.004247695
CASKIN1	19.11756842	-1.102009018	0.307145253	-3.587908354	0.000333341	0.00965509
CASP14	41.31902518	-5.500563352	0.70027126	-7.854903755	4.00079E-15	1.52244E-12
CASR	1060.599989	-3.460981334	0.44394413	-7.795984007	6.39085E-15	2.39072E-12
CBLN2	35.58270039	-2.155938306	0.361779457	-5.959261267	2.53381E-09	3.214E-07
CCBE1	250.7815573	-1.38550953	0.352494586	-3.930583856	8.47398E-05	0.003327923
CCDC187	5.567269589	-1.966249447	0.447932082	-4.389615133	1.13551E-05	0.00063609
CCL11	37.83666257	-1.549376157	0.362165114	-4.278093325	1.88501E-05	0.0009679
CCL21	730.852591	-1.391672799	0.374275235	-3.718313879	0.000200557	0.006538394
CCN6	64.16833462	-1.055065882	0.283069107	-3.727237822	0.00019359	0.00636769
CCNI2	72.61803332	-1.061046281	0.23623824	-4.491424768	7.07483E-06	0.000412001
CCSER1	196.9749183	-1.041130368	0.233376539	-4.46116124	8.15167E-06	0.000469753
CD8B2	28.06669615	-1.410114266	0.374423	-3.766099484	0.000165818	0.0056917
CDH19	22.95112255	-1.813614536	0.470831814	-3.851937106	0.000117187	0.004282181
CDH3	415.1153191	-1.710206046	0.29193279	-5.858218408	4.67859E-09	5.70504E-07
CEACAM7	4.147170147	-2.396601454	0.594209289	-4.033261511	5.5008E-05	0.002330291
CEND1	34.91453011	-1.114110952	0.257688388	-4.323481405	1.53586E-05	0.000816819
CES5A	6.699922813	-1.809007714	0.44008684	-4.110569891	3.94684E-05	0.001738736
CGA	10.27877875	-1.819666274	0.50201889	-3.624696816	0.000289301	0.008573721
CHD5	34.00694468	-1.50869154	0.30810993	-4.896601489	9.75083E-07	7.17369E-05
CHGB	372.0506554	-1.787703932	0.361583599	-4.944095743	7.64981E-07	5.84218E-05
CHL1	860.9542072	-1.419037592	0.327869955	-4.3280501	1.50435E-05	0.000803936
CHP2	13.67055629	-2.410673302	0.452491726	-5.327552224	9.95452E-08	9.53998E-06
CHRDL1	662.9831115	-1.577418433	0.395216813	-3.991273605	6.57194E-05	0.002688985
CHRNA1	70.20193456	1.333390498	0.334270271	3.98895928	6.63638E-05	0.002707423
CHRNA4	36.93111926	-1.762435349	0.491159731	-3.588314019	0.000332823	0.00965275
CIDEA	3.6039257	-2.044110123	0.560342126	-3.647967963	0.000264323	0.008046709
CLCNKA	2320.19542	-2.687729592	0.464011813	-5.792373201	6.93987E-09	7.9776E-07
CLDN14	123.6142845	-1.516729068	0.234835923	-6.458675689	1.05623E-10	1.75279E-08
CLDN16	855.657619	-4.032290018	0.400607266	-10.06544403	7.85321E-24	9.62935E-21
CLDN19	902.9101251	-3.194637459	0.448557993	-7.122016566	1.06359E-12	2.57962E-10
CLDN8	1399.625785	-2.977626003	0.725512739	-4.104167777	4.05773E-05	0.00178048
CLIC5	2230.190311	-2.134080174	0.298103281	-7.15886175	8.13497E-13	2.04031E-10
CLNK	202.0895666	-2.222164901	0.315058942	-7.053171985	1.74884E-12	4.06303E-10
CLSTN2	961.7194588	-1.350146202	0.278039615	-4.855949036	1.19812E-06	8.69855E-05
CNMD	9.350251109	-2.060782116	0.404294967	-5.097224264	3.4467E-07	2.92585E-05
CNTN1	438.2632289	-1.842901128	0.390106683	-4.724095245	2.31142E-06	0.000159923
CNTN4-AS2	1.350820798	-1.975728085	0.454307255	-4.34888077	1.36834E-05	0.000745695
CNTN5	24.04600074	-1.785786195	0.350519193	-5.094688771	3.49315E-07	2.95392E-05
CNTNAP4	3.095727798	-1.914359627	0.476092419	-4.020983219	5.79557E-05	0.002422616
COL18A1-AS1	52.82657662	-1.260313694	0.287458955	-4.384325735	1.16346E-05	0.000645018
COL26A1	110.5681633	-3.653611538	0.407315676	-8.969975263	2.96581E-19	2.3378E-16
COL4A6	239.0672132	-3.502501244	0.362514202	-9.66169387	4.38552E-22	4.60918E-19
CPA1	8.389282741	-1.428067718	0.333733405	-4.279067351	1.87678E-05	0.0009679
CPAMD8	892.0542931	-1.101686685	0.224489663	-4.90751631	9.2237E-07	6.83142E-05
CPNE4	26.62050898	-1.513973092	0.335848554	-4.507904159	6.54711E-06	0.000388444
CPNE6	23.03716868	-3.043387726	0.448491001	-6.785839003	1.15414E-11	2.29486E-09
CR2	86.35465359	-2.113774129	0.391094416	-5.404766838	6.48928E-08	6.56994E-06
CRABP1	56.40323525	-2.077731175	0.57044883	-3.642274411	0.00027024	0.008137056
CRB2	297.5235176	-1.763227919	0.314127944	-5.613088394	1.98747E-08	2.18236E-06
CRHBP	387.6995768	-1.94299011	0.323124989	-6.0131224	1.81984E-09	2.36268E-07
CRP	62.77843383	-2.107763029	0.418627499	-5.034936872	4.78006E-07	3.89302E-05
CRYAA	4.363952048	-3.386276652	0.91251991	-3.710907142	0.000206518	0.006683366
CST1	9.87480469	2.226469545	0.446627057	4.985075379	6.19377E-07	4.84761E-05
CTXN2	3.741747347	-1.883000215	0.413713479	-4.551459676	5.3275E-06	0.00032662
CTXN3	242.2503344	-3.265105021	0.503563009	-6.484004907	8.93193E-11	1.49346E-08
CYP17A1	294.309607	-2.260376206	0.334077061	-6.766032361	1.32362E-11	2.58527E-09
CYP1A1	24.37040913	-1.82676025	0.502401069	-3.636059642	0.00027684	0.008256948
CYP1A2	9.36108516	-1.863986456	0.480819702	-3.876684854	0.000105889	0.00402252
CYP27B1	255.8725624	-1.361322392	0.295059061	-4.613728477	3.95509E-06	0.000254644
CYP2B6	100.3100888	-3.103796211	0.454210206	-6.833391606	8.29302E-12	1.67922E-09
CYP4F2	163.8104024	-2.391529775	0.449979967	-5.314747211	1.06805E-07	1.00739E-05
DAB1	37.32850867	-1.206802789	0.268453927	-4.4953814	6.94454E-06	0.000405484
DDN	138.7394392	-4.114516403	0.401780196	-10.2407148	1.3027E-24	1.9168E-21
DEFB1	8339.904141	-1.137716961	0.297012307	-3.830538113	0.000127863	0.004603705
DES	1107.216718	-1.46961614	0.350250613	-4.195898841	2.71792E-05	0.001298422
DIO1	287.2677236	-3.158210409	0.369980365	-8.536156794	1.3876E-17	8.0594E-15
DNER	580.6768846	-2.017573268	0.362109304	-5.571724473	2.5223E-08	2.72891E-06
DPEP1	2371.638106	-2.173404015	0.373786492	-5.814560082	6.07935E-09	7.1371E-07
DPP10	25.10463281	-2.516143902	0.484825781	-5.189789818	2.10532E-07	1.86612E-05
DPP10-AS1	5.019948002	-3.518894162	0.692432421	-5.081931541	3.73616E-07	3.13539E-05
DPP6	199.8120109	-2.971024469	0.377332444	-7.873758316	3.44143E-15	1.35636E-12
DUSP26	42.29790495	-1.172904762	0.29353543	-3.995786007	6.448E-05	0.002650162
DUSP9	949.4780397	-4.529707625	0.482709438	-9.383921818	6.35634E-21	5.3958E-18
EDDM3A	6.411535124	-2.64257787	0.525416519	-5.029491412	4.91783E-07	3.99049E-05
EEF1A2	297.8769494	-1.438111795	0.334777767	-4.295720735	1.74127E-05	0.000912862
EGF	3753.325666	-2.526226607	0.395255889	-6.391369939	1.64406E-10	2.66809E-08
EHF	668.1526378	-3.130766382	0.410251485	-7.631334679	2.32336E-14	8.01231E-12
ELF5	146.7262523	-4.118032273	0.492970877	-8.353500109	6.62694E-17	3.65658E-14
ENPP6	204.9752753	-2.048108317	0.327530468	-6.253184115	4.02168E-10	6.12154E-08
ENTPD3	40.89234113	-1.227344139	0.288705922	-4.251191423	2.12636E-05	0.001073935
EPHA5	3.946815434	-2.019777251	0.481151936	-4.197795119	2.69526E-05	0.001293199
ERFE	87.1551183	-1.02423948	0.238692239	-4.291046433	1.77833E-05	0.000929312
ERICH4	59.06981867	-1.268037216	0.312818682	-4.053585312	5.04386E-05	0.002165818
ERP27	612.871517	-2.06380007	0.28054663	-7.356353099	1.89003E-13	5.4175E-11
ERVMER34-1	163.2795435	-3.108927651	0.361173734	-8.607845356	7.44466E-18	4.6946E-15
ERVV-2	11.14802155	-2.034818812	0.483899597	-4.205043411	2.61032E-05	0.001266206
ESRRB	492.2779252	-3.624279888	0.391355572	-9.260836301	2.02837E-20	1.65808E-17
ETV4	94.7101393	-1.313107355	0.25295038	-5.191165776	2.08981E-07	1.85985E-05
EVX1	10.07887656	1.633555644	0.332728399	4.909576849	9.12731E-07	6.78279E-05
EVX1-AS	1.349989774	2.497309814	0.496763185	5.027163623	4.97788E-07	4.02442E-05
EYA4	251.9891279	-1.539268669	0.281806812	-5.462141445	4.70425E-08	4.94417E-06
EZHIP	5.899879729	1.124632624	0.294497146	3.818823504	0.00013409	0.004776575
F11	272.7832771	-2.67431975	0.387323339	-6.904618135	5.03387E-12	1.06829E-09
F11-AS1	52.5038503	-2.480703678	0.389953577	-6.3615359	1.99746E-10	3.19464E-08
FABP1	416.7544449	-2.970276747	0.429353733	-6.918017753	4.58007E-12	9.91046E-10
FAM133A	7.064161064	-1.266079547	0.319546595	-3.962112464	7.42895E-05	0.002992051
FAM151A	1109.89131	-1.633192605	0.351063193	-4.652132827	3.28519E-06	0.000219056
FAM166A	7.454314294	1.071617301	0.286805773	3.736386794	0.000186683	0.006195925
FAM167A	408.2565681	-1.178409895	0.293115914	-4.020286301	5.81275E-05	0.002425201
FAM180A	85.75823167	-1.276861003	0.275287463	-4.638282421	3.51317E-06	0.00023285
FBN3	71.46899915	-1.795040795	0.423742336	-4.236161088	2.27374E-05	0.001127722
FER1L6	79.28075233	-2.420111911	0.360831632	-6.70703923	1.98613E-11	3.7149E-09
FGF1	1442.723687	-2.621651679	0.298828951	-8.773084627	1.73837E-18	1.23767E-15
FGF9	641.1729225	-2.193143927	0.514250476	-4.264738742	2.00136E-05	0.00101779
FIBCD1	160.0080062	1.338486249	0.36325081	3.684744019	0.000228933	0.00719768
FLJ16779	105.017521	-2.511159602	0.375213545	-6.692614469	2.19218E-11	4.06585E-09
FLRT1	85.65224575	-2.386700643	0.336867693	-7.084979326	1.39065E-12	3.30033E-10
FMN2	67.63662866	-3.042083898	0.40282709	-7.551835455	4.29166E-14	1.35316E-11
FOLR3	76.86411869	-1.807516275	0.396976113	-4.553211684	5.28331E-06	0.00032572
FOXA3	53.15983833	-2.303405623	0.381690275	-6.034750612	1.59208E-09	2.10412E-07
FOXI1	945.0643127	-4.697989904	0.694011844	-6.769322374	1.29387E-11	2.54973E-09
FOXI2	99.36871666	-2.189878735	0.387746088	-5.647713286	1.62596E-08	1.80335E-06
FOXJ1	78.99555093	-1.990875495	0.378917191	-5.254117633	1.48736E-07	1.35093E-05
FOXN1	10.13722107	-1.538954342	0.344449539	-4.467865884	7.90038E-06	0.000458867
FRG2C	22.06669223	-3.275004761	0.421152548	-7.77629098	7.46818E-15	2.74717E-12
FRMD7	39.96641256	-2.693610265	0.583840107	-4.613609497	3.95736E-06	0.000254644
FRMPD4	14.03713811	-1.417799007	0.356034789	-3.982192336	6.82825E-05	0.002770336
FUT3	146.3257838	-1.046133394	0.291030435	-3.594584173	0.00032491	0.009448077
FUT9	21.61989576	-1.574919126	0.438059557	-3.595216903	0.000324121	0.009437578
FXYD4	1581.120726	-6.446891766	0.627254585	-10.27795081	8.85911E-25	1.39664E-21
G6PC	1167.810834	-1.705205489	0.401489011	-4.247203389	2.16455E-05	0.001088243
GABRA2	229.8971918	-5.185674897	0.589757422	-8.792894677	1.45755E-18	1.1093E-15
GABRA4	10.46968556	-1.708895401	0.44405887	-3.84835326	0.000118914	0.00433096
GABRA5	4.962035465	-3.054269046	0.517148828	-5.905976929	3.50563E-09	4.39618E-07
GABRG3	7.885352789	-1.271076257	0.354553487	-3.585005662	0.000337071	0.009750317
GABRP	167.2670422	-1.450362032	0.297530146	-4.87467254	1.08989E-06	7.96523E-05
GADL1	29.309506	-2.501104913	0.392236089	-6.376529291	1.81146E-10	2.9183E-08
GAL3ST2	5.97686064	-1.179136804	0.285173177	-4.134809655	3.55249E-05	0.00158398
GAL3ST3	71.97340468	-3.043593788	0.450881386	-6.750320339	1.47519E-11	2.85605E-09
GAS2L1P2	8.366887298	-1.26542338	0.339291165	-3.729608988	0.000191777	0.006327608
GATA3-AS1	36.24005353	-2.299829208	0.547046371	-4.204084572	2.62141E-05	0.001268797
GC	344.3504912	-1.842353119	0.42978407	-4.286694758	1.81351E-05	0.000941789
GCOM1	15.46503888	-1.438131435	0.315270858	-4.56157427	5.07715E-06	0.000315656
GDNF	30.45803332	-1.606653517	0.321590009	-4.995968387	5.85413E-07	4.61451E-05
GJA3	48.74500113	-1.435536229	0.302902414	-4.739269686	2.1449E-06	0.000150286
GJA8	3.374083224	-1.699910996	0.440133789	-3.8622597	0.000112343	0.004159201
GLB1L3	81.80443444	-2.764680535	0.380065905	-7.274213485	3.48445E-13	9.26569E-11
GP2	76.86726675	-4.684187778	0.595922946	-7.860391693	3.82934E-15	1.48276E-12
GPAT3	1890.358852	-1.002985635	0.262653945	-3.818658182	0.00013418	0.004776575
GPC5	115.1554531	-3.685086297	0.392284167	-9.393920552	5.78075E-21	5.10348E-18
GPR22	7.239679748	-1.346356734	0.363663313	-3.702206648	0.000213732	0.006856524
GREM1	419.2269143	-1.363749745	0.349258946	-3.904695244	9.43442E-05	0.00362765
GRIK5	252.6865651	-1.471557007	0.329497089	-4.466069827	7.96696E-06	0.000461519
GRM1	75.39183034	-2.222540816	0.321983964	-6.902644433	5.10433E-12	1.07293E-09
GSG1L	4.254952332	-1.299571414	0.357389177	-3.636292026	0.000276591	0.008256948
GUCA1C	5.987295689	-1.998683708	0.545453657	-3.664259429	0.000248055	0.007666978
GYG2P1	28.73390831	-2.539920447	0.528001538	-4.810441379	1.50597E-06	0.000107726
HAP1	39.30211703	-1.58388681	0.297967061	-5.315643967	1.06281E-07	1.00675E-05
HCAR2	71.0579044	1.151138489	0.287145498	4.008903148	6.10014E-05	0.002526008
HCN2	56.24840323	-1.060083189	0.246521482	-4.300165563	1.70671E-05	0.000899014
HCRTR2	4.179625823	-3.932773541	0.701563249	-5.60572913	2.0738E-08	2.26588E-06
HELT	4.698327091	-3.098161303	0.683675114	-4.531628021	5.85308E-06	0.000353927
HHATL	57.1573977	-3.367811798	0.507680212	-6.633726745	3.27316E-11	5.68833E-09
HIST1H1E	26.3744719	-1.408389295	0.311975702	-4.514419831	6.34903E-06	0.000378728
HIST1H4C	10.80819508	-1.473098991	0.340482722	-4.326501456	1.51496E-05	0.000807651
HMGA2-AS1	23.7220757	-2.14565354	0.351280015	-6.108100233	1.00824E-09	1.36521E-07
HMGCS2	2992.144312	-1.51989737	0.364812684	-4.16624048	3.09664E-05	0.001420914
HMX2	7.333011514	-4.470000449	0.906242308	-4.932456155	8.1202E-07	6.11676E-05
HNF4A-AS1	25.81476883	-2.291380067	0.416922113	-5.495942753	3.88629E-08	4.12376E-06
HOXB9	785.2689143	-1.237133976	0.320309718	-3.862305465	0.000112322	0.004159201
HP	1728.004365	-1.836664852	0.466767714	-3.93485838	8.32458E-05	0.003292683
HPD	2136.947774	-2.619991208	0.39402349	-6.64932745	2.94435E-11	5.15752E-09
HRG	412.3937747	-5.737188957	0.548365233	-10.46234992	1.28625E-25	2.36574E-22
HS3ST5	5.958874276	-2.069538779	0.416808647	-4.965201169	6.86299E-07	5.29626E-05
HS3ST6	5.58744703	-2.202854812	0.561959568	-3.919952497	8.85664E-05	0.003429385
HS6ST2	389.6117469	-5.47299	0.445501051	-12.28502153	1.09016E-34	1.20305E-30
HSPA2	3145.068322	-1.336087001	0.266098244	-5.021028994	5.13954E-07	4.13996E-05
HSPB6	755.7822801	-1.029999851	0.245844939	-4.189632117	2.79407E-05	0.001323346
HTR3B	5.215066218	-2.647637566	0.638333766	-4.147732279	3.35785E-05	0.001515563
HYAL4	9.865419563	-1.916876679	0.422642522	-4.535456274	5.74791E-06	0.000349007
IFIT1B	6.16673978	-1.538368959	0.320658482	-4.797530847	1.60633E-06	0.000113633
IGF2	2519.409443	-1.111423589	0.268015721	-4.146859693	3.37066E-05	0.001518244
IGFBPL1	3.790088045	-1.646921098	0.357900016	-4.601623425	4.19211E-06	0.00026741
IGFN1	108.9562249	-2.569597501	0.406912138	-6.31487061	2.70388E-10	4.20262E-08
IGSF11	95.00856481	-1.71594091	0.311440742	-5.509686683	3.59473E-08	3.85142E-06
IL11	23.35477899	-1.429332033	0.338520551	-4.222290289	2.41832E-05	0.001188749
IL6	361.9457018	-1.329499485	0.313538205	-4.240310958	2.2321E-05	0.001114799
INMT-MINDY4	2.512386662	-1.235140328	0.327168267	-3.775244885	0.000159851	0.005512596
INPP5J	900.1268043	-1.639234206	0.357670818	-4.583080654	4.58175E-06	0.000288102
INSL6	3.361913205	-1.527755107	0.384846663	-3.969776153	7.19402E-05	0.002908044
INSRR	65.36383904	-1.740688374	0.387130121	-4.496390959	6.91166E-06	0.000405484
INSYN1	331.9687369	-1.917369307	0.308808409	-6.208928428	5.33471E-10	7.79751E-08
IRX1	153.5664155	-3.241274343	0.373082785	-8.687815349	3.69476E-18	2.47112E-15
IRX2	248.5136269	-2.669289851	0.351518037	-7.593607067	3.11121E-14	1.02489E-11
ISX	2.570752001	-2.306403266	0.584503733	-3.945917085	7.94951E-05	0.003167034
ITGB6	2214.566299	-1.367485268	0.256585202	-5.329556261	9.8453E-08	9.48889E-06
ITIH2	49.27151623	-1.098389117	0.237262422	-4.629427234	3.66679E-06	0.000240862
ITLN1	37.33214953	-2.076079689	0.339381021	-6.117253346	9.5202E-10	1.30509E-07
ITLN2	2.838761015	-1.778372535	0.450020775	-3.951756525	7.75797E-05	0.003107551
ITPKA	139.80539	1.304135476	0.289807764	4.500001863	6.79529E-06	0.000400922
IYD	422.9863767	-1.740600315	0.356549468	-4.881791926	1.05126E-06	7.70844E-05
KCNA4	7.375103208	-2.279401671	0.458843081	-4.967715032	6.77464E-07	5.25975E-05
KCND2	41.7018115	1.339136342	0.295278565	4.535162722	5.75591E-06	0.000349007
KCNE1B	10.72545373	-2.992038823	0.507544956	-5.895120791	3.74407E-09	4.66867E-07
KCNIP1	82.55586038	-1.307348731	0.327146392	-3.996219315	6.43621E-05	0.002650162
KCNJ1	3810.275356	-4.562069735	0.474286947	-9.618796728	6.66057E-22	6.39154E-19
KCNJ10	1077.168085	-4.383195224	0.402976501	-10.87704919	1.48286E-27	4.09102E-24
KCNJ13	130.8612413	-1.683142827	0.402207549	-4.184761898	2.85465E-05	0.001343391
KCNK10	79.74376283	-1.030340113	0.28744253	-3.584508228	0.000337714	0.009756131
KCNK15	83.86329988	-1.644258663	0.314172225	-5.233621981	1.6622E-07	1.49741E-05
KCNS2	18.57394701	-1.016835352	0.279587375	-3.636914402	0.000275924	0.008251909
KCTD8	14.47935912	-2.372739781	0.424526147	-5.589148744	2.28185E-08	2.48093E-06
KIAA1549L	153.407997	-1.372676471	0.266628458	-5.14827443	2.62894E-07	2.30251E-05
KIF1A	28.57342489	-2.068426814	0.395211914	-5.233715735	1.66136E-07	1.49741E-05
KIT	2327.206183	-1.919805443	0.259451668	-7.399472337	1.36727E-13	4.19124E-11
KLB	76.38455172	-1.07413257	0.286094713	-3.754464944	0.000173712	0.00588037
KLHL1	2.595039239	-2.340296795	0.575563184	-4.066098842	4.78067E-05	0.002060822
KLHL14	273.9184373	-1.413724234	0.282893376	-4.997374825	5.8116E-07	4.60973E-05
KLHL3	771.3263874	-1.199294074	0.233768001	-5.130274765	2.8932E-07	2.50415E-05
KLK5	10.8316387	-3.073377035	0.576943192	-5.327001129	9.98475E-08	9.53998E-06
KLK6	102.1577352	-4.121704336	0.595561549	-6.92070256	4.49409E-12	9.8207E-10
KLK7	56.18768597	-3.065419674	0.591184632	-5.18521543	2.15765E-07	1.90486E-05
KLRG2	96.4266527	-3.793772296	0.444048153	-8.543605622	1.30097E-17	7.76049E-15
KNG1	8884.374335	-5.992293817	0.579176069	-10.34623863	4.35251E-25	7.38956E-22
KRT23	29.81691721	-1.909599518	0.312526589	-6.11019858	9.95072E-10	1.35569E-07
KRT40	3.520829699	-1.976339701	0.473479461	-4.174076943	2.99197E-05	0.00139174
KSR2	228.7999677	-1.096990744	0.279813964	-3.920428881	8.83915E-05	0.003428628
KY	31.31847213	-1.14262608	0.269613601	-4.23801349	2.25506E-05	0.001120979
L1CAM	2109.325805	-1.878874765	0.378254573	-4.967222862	6.79185E-07	5.25975E-05
LAMB3	2194.463785	1.246521407	0.258982525	4.813148721	1.48571E-06	0.000106811
LAMB4	99.95965102	-1.253436587	0.252565127	-4.962825242	6.94751E-07	5.3428E-05
LCN2	143.590523	-1.72139093	0.371281581	-4.636348844	3.54617E-06	0.000234334
LEFTY1	94.41199217	-1.294488523	0.329843411	-3.924554742	8.68903E-05	0.003388261
LGI2	485.8952759	-1.098104953	0.246372889	-4.457085184	8.30816E-06	0.000477524
LGR5	31.14116803	-2.066188411	0.362013971	-5.707482522	1.14659E-08	1.28459E-06
LHCGR	6.808461463	-1.869450643	0.440082295	-4.247956952	2.15729E-05	0.001087066
LHX1	175.8036255	-2.896342337	0.4812383	-6.018520002	1.76019E-09	2.29877E-07
LHX1-DT	160.1359667	-3.004769673	0.525846012	-5.714162706	1.10245E-08	1.24144E-06
LINC00551	27.64797461	-1.613405864	0.342270885	-4.713827361	2.43107E-06	0.000166634
LINC00626	71.13724454	1.458703451	0.332451951	4.387712105	1.14549E-05	0.000638439
LINC00706	8.401104914	-2.236924519	0.452648917	-4.941853246	7.73835E-07	5.86918E-05
